3500,4,4,3,4,4,4,3,3,3,3,3
5000,4,4,3,3,5,4,3,3,3,3,4
4200,4,4,3,4,4,4,3,3,3,3,4
900,3,4,2,3,4,4,3,3,3,3,3
234,4,2,2,2,4,3,2,3,2,3,3
2000,4,4,3,4,3,3,3,3,3,3,1
3125,4,4,3,3,4,3,3,3,3,2,1
2000,4,4,3,4,3,3,3,3,3,2,1
2000,4,4,3,4,3,4,3,3,3,3,3
5700,4,4,3,4,7,4,3,3,3,3,1
3400,4,4,3,4,6,4,3,3,3,3,3
1350,4,4,3,3,6,4,3,2,3,3,4
2982,4,4,3,4,2,3,3,3,3,2,1
3866.7,4,4,3,2,5,4,3,3,3,3,4
7700,4,4,3,4,7,4,3,3,3,3,4
2933.3,4,3,2,2,3,3,3,3,3,2,4
7633.3,4,4,3,4,5,4,3,3,3,3,3
1000,4,4,3,3,4,3,3,3,3,2,4
3000,4,4,3,4,6,4,3,3,3,3,3
2140,4,3,3,1,3,4,3,3,3,3,3
3750,4,4,3,4,6,2,3,3,3,2,3
800,4,4,2,4,3,3,3,3,3,2,1
1300,4,3,3,2,3,3,3,3,3,3,1
3250,3,4,3,4,3,3,3,3,3,3,1
2150,2,2,2,1,3,3,2,3,3,3,3
2600,4,4,3,3,5,4,3,3,3,3,3
3875,4,4,3,3,4,4,3,3,3,3,4
3000,4,4,3,4,7,4,3,3,3,3,1
1000,3,3,2,3,3,3,3,3,3,3,2
3325,4,4,3,3,3,3,3,3,3,3,4
2250,4,2,2,4,4,3,3,3,3,3,3
3625,2,4,2,3,7,3,3,3,3,3,1
1250,4,4,3,4,4,3,3,3,3,2,4
1000,4,4,3,4,3,4,3,3,3,3,2
1740,4,3,2,2,5,4,3,3,3,3,3
3500,4,4,3,3,5,4,3,3,3,3,3
2200,4,4,3,3,5,4,3,3,3,3,1
1207.5,2,4,2,3,3,3,3,3,3,3,4
1400,3,4,3,4,3,3,3,3,3,3,1
3125,4,4,3,3,4,4,3,3,3,3,4
1550,3,4,3,4,5,3,3,3,3,2,4
946.67,4,3,2,1,4,3,2,3,3,3,4
1300,3,3,3,2,3,2,3,3,3,3,3
6666.7,3,4,3,4,5,4,3,3,3,3,3
1333.3,4,4,3,3,4,4,3,3,3,3,4
2437.5,4,4,2,3,2,3,3,3,3,2,3
2500,4,4,2,2,7,3,3,3,3,3,4
7850,4,4,2,4,7,4,3,3,3,3,3
2000,4,2,3,3,2,3,2,3,3,3,1
1600,4,4,3,4,3,3,3,3,3,2,1
1716.7,4,4,2,3,4,4,3,3,3,3,3
7000,4,4,3,4,4,4,3,3,3,3,4
2000,4,4,3,3,4,3,3,3,3,2,4
3100,3,4,2,4,7,4,3,3,3,3,1
0,4,3,2,4,3,4,3,3,3,3,1
1933.3,3,4,2,4,6,4,3,3,3,3,4
620,4,3,2,3,4,3,2,3,3,2,2
4000,2,4,3,3,6,4,3,3,3,3,2
2540,4,4,3,3,3,4,3,3,3,3,4
2933.3,4,4,3,4,4,3,3,3,3,3,1
2042.9,4,4,3,2,2,3,3,3,3,3,2
2050,4,4,3,4,2,3,3,3,3,2,4
3800,4,4,3,4,7,4,3,3,3,3,2
5033.3,3,4,3,4,6,3,3,3,3,2,4
2200,3,3,3,2,6,3,3,3,3,2,4
9000,4,4,3,4,6,4,3,3,3,3,1
1200,4,4,3,3,5,4,3,3,3,3,4
4533.3,4,4,3,4,7,4,3,3,3,3,1
3600,3,4,3,4,7,4,3,3,3,3,2
1404.4,4,4,3,2,3,4,3,3,3,3,3
3900,2,3,3,4,1,2,3,3,3,3,3
4250,3,4,3,4,5,4,3,3,3,3,3
2150,4,4,3,4,7,4,3,3,3,3,3
4400,4,4,3,4,7,4,3,3,3,3,4
1100,1,3,2,3,3,3,2,3,3,3,2
2975,4,4,3,4,5,4,3,3,3,3,4
2000,4,4,3,4,3,4,3,3,3,3,1
4300,2,4,3,3,3,2,3,3,3,3,4
2175,4,4,2,3,3,3,3,3,3,2,4
3300,4,4,3,4,3,4,3,3,3,3,2
2600,3,4,3,4,4,4,3,3,3,3,1
357.14,3,4,3,2,5,4,3,3,3,3,4
2650,4,4,2,3,7,3,3,3,3,2,1
1500,3,4,3,4,3,3,3,3,3,2,1
1894,4,4,3,3,5,4,3,3,3,3,1
2200,3,4,3,4,3,4,3,3,3,3,1
893.33,4,3,3,3,3,3,3,3,3,3,2
300,4,4,3,4,3,4,3,3,3,3,1
3833.3,4,4,3,4,6,2,3,3,3,3,1
3611.1,4,3,2,2,3,3,2,3,3,2,1
1666.7,4,4,2,4,2,3,2,3,3,3,1
4900,4,1,2,4,2,4,2,1,3,3,2
2800,3,4,3,4,4,4,3,3,3,3,1
23500,4,4,3,4,5,4,3,3,3,3,2
3400,4,4,3,4,4,4,3,3,3,3,1
2230,4,4,3,4,4,4,3,3,3,3,3
772.73,3,2,2,1,3,3,2,3,3,3,3
2680,3,4,3,3,3,3,3,3,3,3,1
5000,4,3,3,4,7,4,3,3,3,3,4
4400,4,4,2,4,5,4,3,3,3,2,3
1200,4,3,2,4,3,3,3,3,3,3,1
3150,4,4,3,4,3,4,3,3,3,3,1
7600,4,4,3,4,4,4,3,3,3,3,4
2150,4,4,3,4,3,4,3,3,3,3,2
3475,3,4,3,3,3,4,3,3,3,3,2
600,4,4,3,4,6,4,3,3,3,3,4
4387.5,4,4,3,4,7,4,3,3,3,3,4
4000,4,2,3,4,5,3,3,3,3,2,2
3450,4,4,3,4,4,4,3,3,3,3,1
2400,3,4,3,4,2,4,3,3,3,3,1
6000,4,4,3,4,7,4,3,3,3,3,2
1666.7,4,4,3,4,3,4,3,3,3,3,4
4900,2,4,3,3,4,4,3,3,3,3,4
10000,4,4,3,4,7,4,3,3,3,3,4
3200,2,4,3,4,2,3,3,3,3,3,2
1625,4,4,3,3,3,2,3,3,3,3,3
4800,4,4,2,4,6,2,3,3,3,2,2
2300,3,4,3,4,3,3,3,3,3,3,1
3000,4,3,3,4,7,4,3,3,3,3,4
1557.5,4,4,3,4,3,4,3,3,3,3,3
953.33,4,2,2,4,3,4,3,3,3,3,1
1890.9,4,4,3,3,4,3,3,3,3,3,1
1600,2,4,3,3,3,3,3,3,3,3,4
2666.7,4,4,3,4,3,4,3,3,3,3,1
6000,4,4,3,4,6,4,3,3,3,3,1
1600,4,3,3,4,2,3,2,1,2,3,1
2666.7,4,4,3,2,6,3,3,3,3,3,4
1268.9,3,4,3,2,5,3,3,3,3,3,4
3160,4,4,3,3,5,2,3,3,3,2,1
0,4,4,3,4,6,4,3,3,3,3,1
1800,3,1,2,4,2,1,1,1,3,3,3
1000,2,3,2,4,2,3,2,3,3,3,2
1666.7,4,4,2,4,4,3,3,3,3,3,4
1385,4,2,2,3,4,4,2,3,3,3,2
5437.5,4,2,3,1,2,4,3,3,3,3,1
6250,4,4,3,3,3,3,3,3,3,3,4
1800,4,4,2,4,2,3,3,3,3,2,1
4250,3,4,3,3,7,3,3,3,3,3,4
2400,4,4,3,4,3,4,3,3,3,3,1
4766.7,3,4,3,4,6,4,3,3,3,3,3
1612.5,4,2,2,3,4,2,3,3,3,3,1
8500,4,4,3,4,5,4,3,3,3,3,2
935,3,4,3,4,5,3,3,3,3,3,1
4187.5,4,3,3,4,4,4,3,3,3,3,4
5750,4,4,3,4,5,4,3,3,3,3,1
1600,3,4,2,4,2,3,2,3,2,2,1
3500,3,4,3,4,4,4,3,3,3,3,1
4000,3,4,3,4,5,4,3,3,3,3,1
4533.3,4,4,3,4,7,4,3,3,3,3,2
5000,4,4,3,4,5,4,3,3,3,3,2
1314.3,3,4,2,3,2,3,3,3,3,2,1
2100,3,2,3,4,2,3,2,3,3,2,1
2683.3,4,4,3,3,3,3,3,3,3,3,1
1625,2,2,2,1,3,2,2,3,3,2,3
3200,4,4,3,3,5,4,3,3,3,3,4
1000,3,3,3,4,3,3,3,3,3,3,4
4640,4,4,3,3,5,4,3,3,3,3,1
485,3,3,2,3,4,3,2,3,2,3,2
3000,4,4,3,4,7,3,3,3,3,2,3
2080,4,4,2,3,3,3,3,3,3,3,4
3100,4,4,3,4,5,4,3,3,3,3,4
5420,4,4,3,4,6,2,3,3,3,3,2
973.33,3,1,2,2,3,3,3,3,3,3,2
1033.3,4,4,3,2,4,3,3,3,3,3,1
1500,4,3,3,4,1,3,2,3,3,2,1
3316.7,4,4,3,3,5,4,3,3,3,3,1
306,4,4,3,4,5,4,3,3,3,3,1
3700,4,4,3,3,5,3,3,3,3,2,2
2580,3,4,2,4,1,3,2,3,3,3,1
6500,4,4,3,3,7,4,3,3,3,3,1
11000,4,4,3,4,7,4,3,3,3,3,4
1500,4,1,2,4,3,4,2,1,2,3,2
1933.3,4,4,3,4,5,4,3,1,3,3,1
2400,3,4,3,4,3,3,3,3,3,3,1
4500,4,4,3,4,3,3,3,3,3,2,4
2308.3,4,4,3,3,5,2,3,3,3,2,1
