2825,3,3,3,4,4,3,4,4,2,3,3,3,3
3793.3,2,3,3,4,4,3,4,2,1,3,3,3,4
2000,3,3,3,4,3,3,3,5,4,3,3,3,4
1925,3,3,3,4,4,3,4,4,4,3,3,3,4
7700,3,3,3,4,4,3,3,6,1,3,3,3,4
6000,3,3,3,4,3,3,4,3,4,3,3,3,4
3625,3,3,3,4,4,3,4,2,3,3,3,3,3
2500,3,3,3,4,4,3,4,6,4,3,3,3,3
2434.3,2,3,3,3,3,3,3,4,1,3,3,3,3
1044.4,3,2,3,2,2,2,2,2,4,2,2,3,3
1486.7,1,3,3,4,3,3,4,5,1,3,3,3,4
3250,2,3,3,4,4,3,2,3,1,3,3,3,4
3500,3,3,3,4,4,3,4,4,4,3,3,3,4
5675,2,3,3,4,4,3,4,6,1,3,3,3,3
6600,3,3,3,4,4,2,4,4,2,3,3,3,4
11000,3,3,3,2,4,3,4,6,3,3,3,3,3
1200,2,3,3,4,4,3,4,2,1,3,3,3,4
2750,3,3,3,4,3,3,4,5,4,3,2,3,4
1900,3,3,3,3,3,3,3,5,2,3,3,3,4
1080,3,2,2,4,1,2,2,4,4,2,2,3,4
6900,3,3,3,3,4,3,4,6,4,3,3,3,4
2617.5,3,3,2,4,3,3,2,2,3,3,3,3,4
1600,3,3,3,3,3,2,3,2,3,3,2,3,4
2400,2,3,3,4,4,3,2,1,1,3,3,3,4
5000,3,3,2,3,4,3,4,4,4,3,3,3,4
6350,3,3,3,4,4,3,3,5,4,3,3,3,4
10500,3,3,3,4,4,3,4,6,1,3,3,3,4
5833.3,2,3,3,4,4,3,3,6,1,3,3,3,4
13033,3,3,3,4,3,3,4,6,2,3,3,3,4
1400,3,3,3,4,3,3,3,4,1,3,3,3,4
1400,1,3,3,4,4,3,3,2,1,3,3,3,4
0,2,3,3,4,4,3,3,1,1,3,2,3,3
10750,3,3,3,4,4,3,3,2,4,3,2,3,4
18000,3,3,3,4,4,3,4,5,3,3,3,3,4
5500,3,3,3,4,4,3,4,6,3,3,3,3,4
4250,3,3,3,4,3,2,4,4,4,3,3,3,4
3666.7,3,3,3,3,3,3,4,2,3,2,3,3,4
2000,3,3,3,3,4,2,3,3,3,3,3,2,3
1060,3,3,3,2,3,2,3,2,4,2,3,3,3
3100,2,3,3,4,4,3,3,4,1,3,2,3,3
2550,3,3,3,4,3,3,2,3,3,3,3,3,4
4500,3,3,3,4,4,3,4,5,3,3,3,3,4
7150,3,3,3,4,4,3,4,6,2,3,3,3,4
1262.5,2,3,3,4,4,3,4,4,1,3,3,3,4
9000,3,3,3,4,4,3,4,5,4,3,3,3,4
3450,3,3,3,4,3,2,4,4,4,3,3,3,4
2060,3,3,3,4,3,3,4,6,3,3,3,3,4
600,2,3,3,4,4,3,4,4,1,3,3,3,4
568,1,3,3,3,2,2,3,4,1,2,3,3,4
1040,3,3,3,4,1,2,4,4,4,3,3,1,4
3100,3,3,3,3,3,3,4,4,4,3,2,3,3
2750,3,3,3,3,2,2,3,1,3,3,3,3,3
430,3,3,3,2,1,3,4,3,2,3,3,1,4
2800,2,3,3,3,4,3,4,3,1,3,3,3,4
1666.7,2,3,3,4,2,3,3,2,1,3,2,3,3
4375,3,3,3,4,4,3,3,5,4,3,3,3,4
4050,3,3,3,4,4,2,2,5,2,3,3,3,4
1233.3,3,3,3,4,4,2,3,3,2,2,2,3,3
700,2,3,3,4,3,3,4,3,1,3,3,3,4
3600,2,3,3,4,4,3,4,2,1,3,3,3,3
3900,3,3,3,4,3,3,4,3,2,3,3,3,4
5333.3,3,3,3,4,4,3,4,6,3,3,3,3,4
3650,3,2,3,2,4,3,2,2,4,2,2,3,4
2000,2,3,3,2,4,2,2,2,1,2,3,3,4
1725,3,3,3,4,3,3,4,3,3,3,3,3,4
2866.7,2,3,3,4,4,3,4,3,1,3,3,3,2
5650,2,3,3,4,4,3,4,3,1,3,3,3,3
2400,2,3,3,4,4,3,4,4,1,3,3,3,4
3000,2,3,3,4,4,3,3,2,1,3,3,3,4
2120,3,3,3,4,4,2,4,2,2,3,3,3,2
8000,3,3,3,4,4,3,4,5,4,3,3,3,4
9750,3,3,3,4,4,3,4,4,4,3,3,3,4
3400,2,3,3,4,3,3,4,6,1,3,3,3,4
14700,3,3,3,4,4,3,4,6,3,3,3,3,4
1500,3,3,3,4,3,3,4,3,4,3,3,3,3
3756.7,2,3,3,4,4,3,3,6,1,3,3,3,3
5816.7,3,3,3,4,4,3,4,3,3,3,3,3,3
1762.5,3,3,3,4,3,2,3,3,2,3,3,1,3
6250,3,3,3,4,4,3,4,5,2,3,3,3,2
0,2,3,3,4,4,2,4,2,1,3,3,2,2
1450,3,3,3,3,3,2,4,2,2,2,3,3,4
3600,2,3,3,4,4,3,4,1,1,3,3,3,3
965,3,3,3,4,3,2,4,3,1,3,3,3,4
4250,2,3,3,4,4,3,4,6,1,3,3,3,4
2750,3,3,3,4,4,3,4,5,3,3,3,3,3
1235,2,3,3,4,4,3,4,6,1,3,3,3,3
2100,3,3,3,4,3,3,2,2,4,3,3,3,3
7700,3,3,3,4,4,3,3,2,4,3,2,3,4
8187.5,3,3,3,4,4,3,3,4,3,3,3,3,3
2825,2,3,3,4,3,3,2,2,1,3,3,3,3
3571.4,2,3,3,4,3,3,3,4,1,2,2,2,3
1000,2,2,3,2,4,2,2,1,1,2,2,3,3
3600,2,3,3,4,4,3,3,1,1,3,2,3,4
3600,3,3,3,4,4,2,4,2,4,3,3,3,4
5000,3,3,3,4,4,3,4,4,4,3,2,2,4
2320,3,3,3,4,3,2,3,2,2,3,2,3,3
4175,3,3,3,4,3,3,4,4,3,3,3,3,3
1725,3,3,3,4,4,3,4,3,3,3,3,3,4
2166.7,3,3,3,3,3,2,4,5,3,3,3,3,1
1500,3,3,2,2,4,2,2,1,2,3,3,3,4
2500,3,3,3,4,4,3,4,6,1,3,3,3,4
2713.5,2,3,3,4,4,3,4,3,1,3,3,3,4
2900,3,3,3,4,4,3,4,5,1,3,3,3,4
4500,3,3,3,4,4,3,4,5,3,3,3,3,4
1200,3,3,3,3,3,3,3,2,3,3,3,3,2
1814.3,3,3,3,4,3,3,4,5,2,3,3,3,4
5226.7,2,3,3,4,4,3,3,4,1,3,3,3,2
0,2,2,3,3,4,1,3,2,1,2,2,3,3
4120,3,3,3,4,3,3,2,3,3,3,3,3,2
4500,3,3,3,4,4,3,3,3,2,3,2,3,4
6187.5,3,3,3,4,3,3,4,5,3,3,3,3,4
4600,2,3,3,4,4,3,3,2,1,3,3,3,4
6450,2,3,3,3,4,3,4,2,1,3,3,3,4
2400,2,3,3,2,4,3,3,3,1,3,2,3,3
9333.3,2,3,3,4,4,3,3,4,1,3,3,3,2
1986.7,3,3,3,4,4,3,3,3,2,3,3,3,4
3700,3,3,3,4,4,3,4,3,3,3,2,3,4
5800,3,3,3,4,4,3,4,3,3,3,3,3,4
3325,2,3,3,4,3,2,3,3,1,3,2,3,4
2492,3,3,3,4,3,3,4,5,4,3,3,3,4
3300,3,3,3,4,4,3,4,6,2,3,3,3,4
19000,3,3,3,4,4,3,4,5,3,3,3,3,3
12000,3,3,3,4,4,3,4,6,3,3,3,3,4
4050,3,3,3,4,4,3,4,3,2,3,2,3,3
10000,3,3,3,4,4,3,4,5,4,3,3,3,4
833.33,2,3,3,4,4,2,4,4,1,3,3,3,4
3845,3,2,2,2,3,2,3,4,1,2,2,3,4
5300,2,3,3,4,4,3,4,3,1,3,3,3,4
3650,2,3,3,4,4,3,4,3,1,3,3,3,3
3033.3,2,3,3,4,4,3,4,3,1,3,3,3,3
3600,2,3,3,4,4,3,3,4,1,3,2,3,4
4150,3,3,3,4,3,3,4,3,4,3,3,3,4
614.29,2,3,3,3,1,3,3,3,1,3,3,3,4
4650,3,3,3,4,4,3,4,6,3,3,3,3,4
3640,2,3,2,4,3,2,3,1,1,3,3,2,4
600,2,3,3,4,4,2,3,2,1,3,3,3,1
1933.3,3,3,3,2,3,2,3,6,4,2,2,3,4
500,3,3,3,4,4,2,3,2,2,3,3,3,4
700,2,1,3,2,4,2,3,2,1,2,2,3,4
4071.4,3,2,2,4,3,2,3,4,2,3,3,2,4
1833.3,2,3,3,3,4,2,3,3,1,3,3,3,4
300,2,3,3,3,1,2,2,2,1,2,3,3,4
10025,3,3,3,4,3,3,4,5,1,3,3,3,4
4000,2,3,3,4,4,3,3,6,1,3,2,3,4
4800,2,3,3,4,4,3,3,2,1,3,2,3,4
800,3,3,3,2,3,3,4,2,4,3,3,3,3
9000,2,3,3,4,4,3,4,4,1,3,3,3,4
2025,2,3,3,4,3,2,3,2,1,3,2,3,4
3194,2,3,3,3,3,3,3,1,1,3,3,3,4
15000,3,3,3,4,4,3,4,6,2,3,3,3,4
15000,2,3,3,4,4,3,4,6,1,3,3,3,4
3133.3,3,3,3,4,3,2,4,2,1,3,3,3,4
2175,3,3,3,3,3,2,3,4,2,3,3,3,3
4000,2,3,3,3,4,2,4,2,1,3,3,3,4
1000,2,3,3,2,1,2,3,4,1,2,3,3,4
4050,2,3,3,4,4,3,2,1,1,3,3,3,4
3600,2,3,2,3,4,2,2,3,1,3,2,3,4
823.33,2,2,2,3,3,2,3,4,1,2,3,3,3
4066.7,2,3,3,4,4,3,4,2,1,3,3,3,4
2000,3,3,3,4,3,3,4,4,3,3,3,3,4
3750,2,3,3,2,4,3,2,1,1,2,2,2,4
1333.3,3,3,3,4,4,3,4,4,4,3,3,3,4
4100,2,3,3,4,4,3,3,3,1,2,3,3,4
5600,3,3,3,4,3,3,4,5,1,3,3,3,4
1278.3,3,3,3,3,3,2,1,2,3,2,3,3,4
10027,2,3,3,4,4,3,4,2,1,3,3,3,4
3125,3,3,3,3,4,3,2,2,4,3,3,3,4
3000,3,3,3,4,4,3,4,3,1,3,3,3,4
0,1,2,2,4,4,3,4,4,1,3,3,2,4
4666.7,3,3,3,4,4,3,4,2,4,3,3,3,3
2085.7,3,3,3,2,2,2,3,2,3,2,3,3,4
8066.7,3,3,3,4,4,3,4,2,3,3,3,3,4
4666.7,3,3,3,4,4,3,4,2,2,3,3,3,4
3525,1,3,3,4,3,3,3,4,1,3,3,3,4
9000,3,3,3,4,4,3,4,5,1,3,3,3,4
2980,3,3,3,4,3,3,4,6,2,3,3,3,2
7500,3,3,3,4,4,3,4,4,4,3,3,3,3
3500,3,3,3,4,4,3,4,6,4,3,3,3,4
750,2,3,2,4,1,3,4,1,1,3,3,1,4
1666.7,3,3,3,2,3,3,3,3,3,2,3,3,3
5400,2,3,3,4,4,3,4,4,1,3,2,3,4
2600,2,3,3,4,4,3,4,4,1,3,3,3,4
8433.3,3,3,3,4,4,3,4,6,1,3,3,3,3
6100,3,3,3,4,4,3,4,6,4,3,3,3,4
2633.3,3,3,3,4,3,3,4,2,3,3,3,3,4
1330.8,3,3,3,4,1,2,4,3,2,3,3,3,4
10500,3,3,3,4,4,3,4,5,2,3,3,3,4
345,1,2,3,2,3,2,3,2,1,2,2,3,2
4100,3,3,3,4,4,3,3,5,4,3,3,3,4
0,2,3,3,1,2,2,3,4,1,2,2,3,2
3066.7,2,3,3,4,4,3,4,2,1,3,3,3,4
640,3,3,2,2,1,3,2,2,3,3,1,3,4
18000,3,3,3,4,4,3,4,6,2,3,3,3,3
3625,2,3,3,4,4,3,4,6,1,3,3,3,4
2200,3,3,3,4,3,3,4,2,3,3,3,3,4
3000,3,3,3,4,3,3,4,5,3,3,3,3,4
0,1,3,3,4,4,2,4,4,1,3,3,3,4
2100,3,3,3,4,4,3,3,6,2,3,2,3,4
4533.3,2,3,3,4,4,3,4,2,1,3,3,3,4
4600,3,3,3,4,4,3,3,5,4,3,2,3,4
3750,3,3,3,4,4,3,4,6,4,3,3,3,4
697.78,1,3,3,2,1,2,3,2,1,2,3,3,4
5600,3,3,3,4,4,2,3,1,2,3,2,3,2
1900,2,3,3,4,3,3,3,5,1,3,3,3,3
2540,2,3,3,4,4,3,4,5,1,3,3,3,4
2166.7,3,3,3,4,4,2,3,3,3,3,2,3,4
248,1,3,3,4,3,3,3,4,1,3,2,3,3
0,1,3,3,4,4,3,4,4,1,3,3,3,4
4440,3,3,3,4,4,3,4,4,4,3,3,3,4
3080,3,3,3,4,3,3,4,3,4,3,3,3,4
20500,3,3,3,4,4,3,4,6,3,3,3,3,3
4125,3,3,3,4,4,3,4,3,4,3,3,3,4
2500,2,3,3,4,3,2,3,1,1,3,2,3,4
4765,3,3,3,4,3,3,4,5,3,3,3,3,4
1025,2,3,3,4,4,2,4,2,1,3,2,3,4
1800,2,3,3,4,4,3,4,4,1,3,3,3,4
1000,3,3,3,4,3,3,3,3,1,3,2,3,3
3125,2,3,3,4,4,3,4,3,1,3,3,3,3
1680,3,3,3,4,3,3,4,4,4,3,3,3,4
5000,2,3,3,4,4,2,2,2,1,3,3,3,4
18500,3,3,3,4,4,3,4,6,4,3,3,3,4
700,3,3,3,3,2,2,4,1,2,3,3,3,3
1333.3,3,3,3,4,3,2,4,4,4,3,3,3,3
800,3,3,2,3,1,2,3,4,2,2,3,3,3
4500,3,3,3,4,3,3,3,2,4,3,3,3,4
4550,3,3,3,4,4,3,2,5,2,3,3,3,4
1088,2,3,3,4,3,2,4,4,1,3,3,3,2
11925,3,3,3,4,4,3,4,6,2,3,3,3,4
517.5,2,3,3,1,3,2,3,3,1,2,3,3,4
2166.7,3,3,3,4,3,2,3,6,2,3,3,3,4
9000,3,3,3,4,4,3,4,6,4,3,3,3,4
1200,3,3,3,4,4,3,4,3,4,3,3,3,4
4000,3,3,3,4,4,2,3,2,3,3,3,2,4
4400,3,3,3,2,4,2,3,3,3,3,2,3,4
1600,2,3,3,3,4,2,4,2,1,3,3,3,4
1074,3,3,3,4,3,2,3,2,2,3,3,3,4
2985.3,2,3,3,4,4,3,3,3,1,3,3,3,3
1533.3,3,3,3,4,4,3,4,4,4,3,3,3,4
1200,2,3,3,4,4,3,4,1,1,3,3,3,4
1000,3,3,3,4,4,3,4,5,1,3,3,3,4
1144.4,3,3,3,4,2,2,4,2,3,3,3,3,3
6750,3,3,3,4,4,3,4,2,2,3,3,3,3
2650,3,3,3,4,4,3,4,4,2,3,3,3,4
500,2,3,3,3,2,3,3,2,1,2,3,3,3
5800,3,3,3,4,4,3,3,6,3,3,3,3,4
1250,3,3,3,4,1,3,3,3,1,3,2,3,4
3000,3,3,3,4,4,3,4,2,2,3,2,3,4
7000,2,3,3,4,4,3,3,3,1,3,2,3,4
2625,1,3,3,1,3,2,3,2,1,3,2,3,4
2166.7,3,3,3,4,4,2,3,1,4,3,2,3,3
2950,3,3,3,4,4,3,4,1,4,3,3,3,4
2900,3,3,3,4,4,3,3,2,2,3,2,3,3
3000,2,3,3,4,4,3,2,2,1,3,3,3,4
2000,3,3,3,4,4,2,3,3,2,3,2,3,4
10000,3,3,3,4,4,3,4,6,4,3,3,3,3
1725,3,3,2,2,3,3,2,2,3,3,3,3,4
1822.9,3,3,3,3,1,2,4,3,4,3,3,3,4
1100,2,3,3,2,3,3,3,4,1,3,3,3,4
500,3,3,3,2,4,2,3,1,2,3,3,3,3
4223.3,3,3,3,3,3,2,4,3,4,3,2,3,4
3050,2,3,3,4,4,3,4,6,1,3,3,3,3
4533.3,3,3,3,4,4,3,4,4,1,3,3,3,4
366.67,2,3,3,3,3,2,4,1,1,3,3,3,4
1305,3,3,3,4,3,3,4,5,4,3,3,3,4
11000,3,3,3,4,4,3,4,4,2,3,3,3,4
1500,3,2,2,3,4,3,4,4,2,3,3,2,4
1900,3,3,3,4,3,3,3,3,4,3,2,3,4
3500,3,3,3,4,4,3,3,3,4,3,2,3,3
3500,3,3,3,4,3,3,3,6,4,3,2,3,4
3600,2,3,3,4,4,3,3,2,1,2,2,3,4
24750,3,3,3,4,4,3,4,6,2,3,3,3,3
2200,2,3,3,3,4,3,2,1,1,3,3,3,4
2700,2,3,3,2,4,2,4,2,1,3,3,1,4
3600,2,3,3,3,4,2,2,1,1,3,2,3,3
5550,2,3,3,4,4,3,3,2,1,3,2,3,3
1000,2,3,3,4,4,3,4,3,1,3,3,3,3
2250,2,3,3,4,4,3,4,1,1,3,2,3,3
3100,1,3,3,4,4,3,4,3,1,3,3,3,4
6650,3,3,3,3,4,2,2,4,4,2,2,3,4
5035,3,3,3,4,4,3,4,4,4,3,3,3,4
2750,3,3,3,4,3,3,3,3,2,3,3,3,3
1500,2,3,3,4,4,2,4,2,1,3,3,3,4
2500,3,3,3,4,4,3,3,2,2,3,2,3,4
1066.7,2,3,3,2,3,3,2,1,1,3,3,3,4
4000,2,3,3,4,4,3,3,2,1,3,3,3,3
3000,3,3,3,4,4,3,4,2,4,3,3,3,3
2400,2,3,3,4,4,3,4,1,1,3,3,3,3
7500,3,3,3,4,4,3,4,6,4,3,3,3,4
3560,3,3,3,4,3,3,4,4,4,3,3,3,4
5250,2,3,3,4,4,3,4,1,1,3,3,3,4
1860,3,3,3,2,3,2,3,3,3,3,2,3,3
4050,2,3,3,4,4,3,4,6,1,3,3,3,4
3000,3,3,3,4,3,2,3,2,1,3,2,3,4
500,2,3,3,3,3,2,3,2,1,3,3,3,3
2600,2,3,3,4,4,3,3,2,1,3,3,3,4
900,3,3,3,1,3,2,3,1,4,3,3,3,2
1950,2,3,3,3,4,2,2,1,1,3,3,3,3
5800,2,3,3,4,4,3,4,2,1,3,3,3,4
150,1,3,3,4,3,2,2,3,1,3,3,3,4
500,3,3,3,4,3,3,4,6,4,3,3,3,4
9000,3,3,3,4,4,3,4,5,3,3,3,3,4
1711.1,2,3,3,4,3,3,2,3,1,3,3,3,4
1280,3,3,3,4,3,2,2,2,3,3,2,3,4
1200,3,3,3,4,3,2,2,2,2,3,3,3,4
3000,3,3,3,4,4,2,3,2,4,3,2,3,4
4000,2,3,3,4,4,2,2,3,1,3,3,3,4
2950,2,3,3,4,4,3,4,2,1,3,3,3,4
2400,2,3,3,4,4,3,4,2,1,3,3,3,4
1800,3,3,3,4,3,2,3,2,3,2,3,3,2
2900,3,3,3,4,4,3,4,5,4,3,3,3,2
2650,2,3,3,4,3,2,3,2,1,3,3,3,3
7125,2,3,3,4,4,3,4,4,1,3,3,3,4
2480,3,3,2,3,4,2,3,2,2,2,3,2,4
2600,3,3,3,4,3,2,2,3,4,3,3,3,4
2950,2,3,3,4,4,3,4,1,1,3,2,3,4
3500,3,3,3,4,4,3,4,4,3,3,3,3,3
12000,3,3,3,4,4,3,4,6,3,3,3,3,4
3400,3,3,3,4,3,2,3,3,3,3,3,3,4
500,2,3,3,3,3,2,3,1,1,2,3,3,3
2256.7,2,3,3,3,4,3,3,1,1,3,2,3,3
6850,2,3,3,4,4,3,4,2,1,3,3,3,4
2500,2,3,3,4,4,2,4,5,1,3,3,3,4
1300,3,3,3,4,4,3,4,2,4,3,3,3,4
25000,3,3,3,4,4,3,4,6,4,3,3,3,4
0,2,3,3,4,4,3,2,4,1,3,2,3,4
2500,3,3,3,4,3,3,4,3,4,3,3,3,4
1200,3,3,3,3,3,3,4,4,4,3,3,3,3
1100,3,3,3,3,2,3,3,3,1,3,3,3,3
2386.5,2,3,3,4,4,3,3,2,1,3,2,3,3
5000,3,3,3,4,4,3,4,6,3,3,3,3,4
3362.5,3,3,3,4,2,3,4,4,4,3,3,3,4
2400,2,3,3,4,4,3,4,3,1,3,3,3,4
3440,3,3,3,4,4,3,4,3,1,3,3,1,4
2666.7,3,3,3,4,4,3,3,2,4,3,3,3,4
4213.3,3,3,3,4,4,3,3,2,4,3,2,3,4
3350,2,3,3,4,3,3,4,2,1,3,3,3,4
4000,3,3,3,4,3,3,3,3,4,3,2,3,4
1280,3,3,3,4,3,3,4,4,3,3,3,3,4
850,3,3,3,3,2,3,3,2,2,3,3,3,3
6000,2,3,3,4,4,3,4,4,1,3,3,3,4
3200,2,3,3,4,4,3,3,2,1,3,2,3,2
3820,3,3,3,4,3,3,4,2,4,3,2,3,4
4666.7,3,3,3,4,4,3,4,4,4,3,3,3,4
2200,3,3,3,4,4,3,4,4,2,3,3,3,4
1852,3,3,3,3,3,2,4,2,4,3,3,3,4
16700,3,3,3,4,4,3,4,6,3,3,3,3,4
1590,3,3,3,4,3,2,3,4,3,2,2,3,4
3100,3,3,3,4,3,3,3,4,3,3,2,3,4
2085,2,3,3,4,4,3,4,2,1,3,3,3,4
5000,2,3,3,4,4,3,4,5,1,3,3,3,4
3000,3,3,3,4,2,2,2,5,3,3,3,3,3
10250,3,3,3,3,4,3,4,5,4,3,3,3,4
1400,3,2,3,2,1,2,3,2,4,2,2,3,3
1450,3,3,3,4,3,3,4,4,3,3,3,3,4
1000,2,3,3,4,3,2,2,6,1,3,3,3,3
4175,3,3,3,4,3,3,4,2,4,3,3,3,4
2333.3,3,3,3,4,4,3,4,4,4,3,3,3,4
4433.3,2,3,3,3,3,3,3,2,1,3,3,3,4
1500,3,3,3,3,1,2,4,2,4,2,3,3,4
8000,3,3,3,3,4,2,4,4,3,3,3,3,4
2333.3,3,3,3,4,4,3,4,6,4,3,3,3,4
2000,1,3,3,4,3,2,2,3,1,3,3,3,2
4735,2,3,3,4,4,3,4,2,1,3,3,3,4
2300,3,3,3,4,3,3,4,2,3,3,3,3,4
4150,3,3,3,4,4,3,4,2,2,3,3,3,4
7000,3,3,3,2,4,3,3,6,3,3,3,3,4
6666.7,3,3,3,4,4,3,4,6,3,3,3,3,4
0,3,3,3,4,4,3,4,5,2,3,3,3,4
1000,3,3,3,4,4,3,3,3,4,3,3,3,3
4325,3,3,3,4,3,3,4,2,3,3,3,3,4
7925,2,3,3,4,4,3,4,4,1,3,3,3,4
5375,3,3,3,4,3,3,3,4,4,3,2,3,4
4700,2,3,3,4,4,3,4,3,1,3,3,3,4
3000,3,3,3,4,4,3,3,4,4,3,2,3,4
2333.3,2,3,3,4,4,3,4,4,1,3,3,3,4
6000,2,3,3,4,4,3,4,4,1,3,3,3,4
1800,3,3,3,3,4,3,3,2,2,3,3,3,3
2050,3,3,3,4,4,3,4,3,4,3,3,3,3
3366.7,3,3,3,4,4,3,4,4,2,3,3,3,4
8283.3,2,3,3,4,3,3,3,6,1,3,2,3,2
2450,2,3,3,4,4,3,4,3,1,3,3,3,4
692.5,3,3,3,4,4,3,4,6,1,3,3,3,4
6000,3,2,2,3,4,3,4,2,3,3,3,3,4
3033.3,2,3,3,4,4,3,4,2,1,3,3,3,4
4000,3,3,3,4,4,3,4,4,3,3,3,3,4
2140,3,3,3,4,4,3,3,2,2,3,2,3,2
440,3,2,2,3,1,2,3,2,1,2,2,2,4
3766.7,3,3,3,4,3,3,4,4,2,3,3,3,4
6100,2,3,3,4,3,3,3,2,1,3,3,3,4
2000,3,3,3,4,3,3,4,4,4,3,3,3,4
2900,2,3,3,4,4,3,4,3,1,3,3,3,4
1350,3,3,3,2,3,2,3,3,2,2,2,3,4
1900,2,3,3,4,4,3,4,2,1,3,3,3,4
7500,3,3,3,4,3,3,4,4,4,3,3,3,4
5310,3,3,3,4,4,3,3,4,1,3,3,3,3
1500,3,3,3,4,4,2,3,4,4,3,3,3,3
1915,3,3,3,4,3,2,3,2,4,3,3,3,4
2200,3,3,3,3,3,2,4,1,4,3,2,3,3
2500,2,3,3,4,4,3,4,1,1,3,2,3,4
3700,2,3,3,4,4,3,4,6,1,3,3,3,4
4200,3,3,3,3,3,3,4,4,3,3,3,3,3
1801.4,3,3,3,3,1,2,3,3,4,3,3,3,3
3800,3,3,3,4,4,3,4,4,2,3,3,3,3
15500,3,3,3,4,4,3,4,6,1,3,3,3,4
4100,3,3,2,3,4,2,4,2,4,2,3,2,3
3200,2,3,3,4,4,3,3,1,1,3,2,3,4
1936,3,2,2,2,1,2,3,1,4,2,3,1,4
2000,3,3,3,4,3,2,4,2,3,2,2,3,4
4060,3,3,3,4,3,3,2,1,2,3,3,3,4
2500,3,3,3,4,4,3,4,4,3,3,3,3,4
0,2,3,3,4,4,3,4,6,1,3,3,3,4
2600,3,3,3,4,4,3,3,3,2,3,3,3,2
3920,2,3,3,4,3,3,3,2,1,3,2,3,3
4166.7,3,3,3,4,4,3,4,2,3,3,3,3,4
2000,3,3,3,4,4,3,4,6,3,3,3,3,4
3310,3,3,3,3,2,2,3,2,3,3,3,3,4
5750,3,3,3,4,4,3,4,3,4,3,3,3,4
1290,3,2,2,2,4,2,3,2,2,3,2,1,4
6500,3,3,3,4,3,3,4,4,4,3,2,3,4
7933.3,3,3,3,2,4,3,3,6,1,3,2,3,3
6050,3,3,3,4,4,3,4,5,1,3,3,3,4
7666.7,3,3,3,3,4,3,4,5,4,3,3,3,4
10000,3,3,3,4,4,3,4,4,2,3,3,3,4
4900,2,3,3,3,4,3,3,1,1,3,2,1,4
4500,3,3,3,4,4,3,4,4,4,3,3,3,4
400,3,2,3,2,4,2,3,2,2,2,2,3,3
3263.3,2,3,3,4,4,3,4,4,1,3,3,3,4
2950,2,3,3,4,4,3,4,3,1,3,2,3,4
2700,2,3,3,3,4,3,4,1,1,3,3,3,4
3666.7,3,3,3,4,4,3,4,3,2,3,3,3,3
7200,2,3,3,3,4,3,4,2,1,3,3,3,2
2500,2,3,3,4,4,3,4,4,1,3,3,3,4
3850,3,3,3,4,3,3,4,2,4,3,3,3,4
3333.3,3,3,3,4,3,2,4,2,3,3,3,3,4
6225,2,3,3,4,4,3,4,2,1,3,3,3,4
9250,3,3,3,4,4,3,3,5,4,3,3,3,3
2833.3,3,3,3,4,3,2,3,4,4,3,3,3,4
