4300,4,4,2,4,5,4,3,3,3,3,1
7000,4,4,2,4,4,4,3,3,3,3,3
1825,4,4,3,3,2,4,3,3,3,3,1
3666.7,4,4,3,2,5,4,3,3,3,3,3
750,4,3,3,3,5,4,3,3,3,3,3
793.33,4,4,3,2,6,4,3,3,3,3,1
3500,4,4,3,4,4,4,3,3,3,3,3
1766.7,4,4,3,4,5,4,3,3,3,3,4
950,4,4,2,3,2,3,3,3,3,3,1
169.25,4,4,3,4,4,4,3,3,3,3,1
1900,4,4,3,3,5,4,3,3,3,3,1
1200,4,3,3,4,5,4,3,3,3,3,1
8250,3,3,3,3,4,4,3,3,3,3,3
1950,3,2,2,3,4,2,3,3,3,3,4
1932,4,3,2,3,3,2,3,3,3,3,4
5000,4,4,3,3,5,4,3,3,3,3,4
3137.5,4,4,3,4,7,4,3,3,3,3,2
6000,4,4,3,4,5,4,3,3,3,3,4
2500,4,4,3,4,3,4,3,3,3,3,1
3233.3,4,4,3,4,4,4,3,3,3,3,1
2990,4,3,2,3,3,4,3,3,3,3,2
2200,4,4,3,4,5,2,3,3,3,3,1
4200,4,4,3,4,4,4,3,3,3,3,4
6000,4,4,3,3,5,4,3,3,3,3,2
2750,4,3,3,3,3,4,3,3,3,3,1
3166.7,4,4,3,4,4,4,3,3,3,3,1
566.67,3,4,2,1,5,4,3,2,3,3,4
5666.7,3,4,3,4,4,4,3,3,3,3,4
1740,4,4,2,4,3,4,3,3,3,3,1
900,3,4,2,3,4,4,3,3,3,3,3
2333.3,4,4,3,4,7,4,3,3,3,3,3
700,4,2,2,2,3,4,3,3,3,3,4
0,4,4,3,4,5,4,3,3,3,3,1
1833.3,4,4,3,4,5,4,3,3,3,3,1
3500,4,4,3,4,6,4,3,3,3,3,3
234,4,2,2,2,4,3,2,3,2,3,3
2233.3,4,4,3,4,4,4,3,3,3,3,1
2700,4,4,3,4,4,4,3,3,3,3,1
1035,4,4,3,3,3,4,3,3,3,3,2
2000,4,4,2,3,3,3,3,3,3,3,1
1400,4,4,3,4,6,4,3,3,3,3,2
3800,4,4,2,3,3,4,3,3,3,3,1
2000,4,4,3,4,3,3,3,3,3,3,1
6000,4,4,2,4,7,4,3,3,3,3,4
2333.3,4,4,3,3,6,4,3,3,3,3,2
2280,4,4,3,3,5,4,3,3,3,3,4
4050,4,4,3,4,6,4,3,3,3,3,2
2340,4,4,2,2,2,2,2,3,2,3,2
3333.3,4,4,2,3,3,3,3,3,3,3,4
2250,4,4,3,4,5,4,3,3,3,3,4
3125,4,4,3,3,4,3,3,3,3,2,1
2000,4,4,3,4,3,3,3,3,3,2,1
2000,4,4,3,4,4,4,3,3,3,3,4
3633.3,4,4,3,3,5,4,3,3,3,3,2
0,4,4,3,4,2,4,3,1,3,3,1
1250,4,4,3,4,2,4,3,3,3,3,1
1500,4,3,2,4,1,3,3,3,3,3,1
866.67,4,4,3,3,5,4,3,3,3,3,1
1500,4,4,2,4,6,4,3,3,3,3,1
3200,4,4,2,4,2,3,3,3,3,3,1
2000,4,4,3,4,3,4,3,3,3,3,3
500,4,4,2,3,5,4,3,3,3,3,1
4000,4,4,3,4,7,4,3,3,3,3,3
6750,4,4,3,4,5,4,3,3,3,3,1
2933.3,4,3,3,4,7,4,3,3,3,3,2
3000,4,4,3,4,7,4,3,3,3,3,3
2400,4,3,3,4,3,4,3,3,3,3,3
1066.7,4,3,2,1,4,4,3,3,3,3,2
4500,4,4,3,4,7,4,3,3,3,3,2
2000,4,4,2,4,6,2,3,3,3,3,3
2390,4,4,3,4,5,4,3,3,3,3,2
5700,4,4,3,4,7,4,3,3,3,3,1
12333,4,4,2,4,7,4,3,3,3,3,3
4475,4,4,3,4,5,4,3,3,3,3,3
3500,4,4,3,4,2,4,3,3,3,3,1
3533.3,4,4,1,4,5,4,3,3,3,3,3
2750,4,4,3,4,3,4,3,3,3,3,2
2566.7,4,4,2,4,7,4,3,3,3,3,2
7600,4,4,3,4,5,4,3,3,3,3,4
3400,4,4,3,4,6,4,3,3,3,3,3
8000,4,4,2,4,7,4,3,3,3,3,2
1400,4,4,3,3,6,4,3,3,3,3,4
1350,4,4,3,3,6,4,3,2,3,3,4
2950,4,3,3,4,2,4,3,3,3,3,1
2000,4,4,2,3,4,4,3,3,3,3,3
2125,4,4,2,3,6,4,3,3,3,3,4
2982,4,4,3,4,2,3,3,3,3,2,1
1192.3,4,4,2,3,5,2,2,3,3,3,4
3933.3,4,4,3,4,7,4,3,3,3,3,2
2666.7,4,4,3,4,5,4,3,3,3,3,4
2400,4,4,3,4,6,4,3,3,3,3,3
3866.7,4,4,3,2,5,4,3,3,3,3,4
1900,4,2,3,4,4,4,3,3,3,3,2
7700,4,4,3,4,7,4,3,3,3,3,4
2300,4,4,3,4,6,4,3,3,3,3,1
1150,2,2,2,3,4,2,2,3,3,3,4
4400,4,4,3,4,5,4,3,3,3,3,1
1400,4,4,3,4,4,4,3,3,3,3,4
4320,4,3,3,4,4,4,3,3,3,3,4
1666.7,4,2,3,4,3,2,3,3,3,3,3
1500,4,2,3,2,5,4,3,3,3,3,3
2700,4,4,3,3,6,4,3,3,3,3,2
6750,4,4,3,4,3,4,3,3,3,3,1
2600,4,4,3,4,3,4,3,3,3,3,1
1128.6,3,4,2,3,5,3,3,3,3,3,1
2100,4,4,2,4,5,2,3,3,3,3,2
2400,4,3,3,4,2,4,3,3,3,3,4
7750,4,4,3,4,6,4,3,3,3,3,2
3800,4,4,3,3,5,4,3,3,3,3,4
2933.3,4,3,2,2,3,3,3,3,3,2,4
7500,4,4,3,4,4,4,3,3,3,3,1
3800,4,4,3,4,3,4,3,3,3,3,1
2500,4,4,3,4,5,4,3,3,3,3,1
3000,4,4,3,4,3,4,3,3,3,3,1
1100,4,4,3,4,7,4,3,3,3,3,4
2500,4,4,2,4,7,4,3,3,3,3,2
1766.7,4,4,3,4,3,4,3,3,3,3,3
7633.3,4,4,3,4,5,4,3,3,3,3,3
4300,4,4,2,4,4,4,3,3,3,3,4
2300,4,4,3,4,2,4,3,3,3,3,1
1140,4,4,2,3,5,3,3,3,3,3,4
200,4,2,2,1,3,4,3,3,3,3,1
1000,4,4,3,3,4,3,3,3,3,2,4
1010,4,4,3,4,4,2,3,3,3,3,4
3240,4,4,3,3,4,4,3,3,3,3,1
3000,4,4,3,4,6,4,3,3,3,3,3
8000,4,4,3,4,7,4,3,3,3,3,1
9500,3,4,3,4,7,4,3,3,3,3,3
8000,4,4,3,4,7,4,3,3,3,3,1
1500,4,4,2,4,6,4,3,3,3,3,1
2133.3,4,4,3,4,7,4,3,3,3,3,2
6000,4,4,3,4,5,4,3,3,3,3,2
1500,4,4,3,3,4,4,3,3,3,3,3
3000,4,3,3,4,5,3,2,3,3,3,1
714.29,4,2,2,1,3,3,3,3,2,3,4
2140,4,3,3,1,3,4,3,3,3,3,3
15000,4,4,3,4,7,4,3,3,3,3,4
2666.7,3,4,3,4,7,4,3,3,3,3,1
875,4,4,2,1,5,3,3,3,3,3,3
2400,4,4,3,4,5,4,3,3,3,3,1
2400,4,4,3,4,3,4,3,3,3,3,1
3750,4,4,3,4,6,2,3,3,3,2,3
830,4,3,2,4,3,3,3,3,3,3,2
2850,4,4,3,4,3,4,3,3,3,3,1
800,4,4,2,4,3,3,3,3,3,2,1
1333.3,4,2,2,3,6,4,3,3,2,3,1
1300,4,3,3,2,3,3,3,3,3,3,1
2160,3,4,3,3,3,4,3,3,3,3,1
3800,4,3,1,4,3,4,3,3,2,3,4
3250,3,4,3,4,3,3,3,3,3,3,1
5000,4,2,3,3,6,2,2,3,2,3,4
900,4,4,3,4,4,3,3,3,3,3,2
1000,4,4,3,2,3,1,3,3,3,3,3
6000,4,4,2,4,7,4,3,3,3,3,2
1566.7,4,4,3,4,2,4,3,3,3,3,1
5150,4,4,2,4,7,4,3,3,3,3,2
2200,4,4,3,4,4,4,3,3,3,3,1
5400,4,4,2,4,3,4,3,3,3,3,3
2150,2,2,2,1,3,3,2,3,3,3,3
1200,4,3,2,1,4,4,2,2,3,3,2
6000,4,4,3,4,5,3,3,3,3,3,1
2000,4,4,3,3,3,4,3,3,3,3,4
4000,4,4,3,4,6,4,3,3,3,3,4
1000,4,4,3,4,5,4,3,3,3,3,4
6300,3,4,3,4,3,4,3,3,3,3,1
2600,4,4,3,3,5,4,3,3,3,3,3
500,4,4,2,3,3,4,3,3,3,3,1
3875,4,4,3,3,4,4,3,3,3,3,4
1600,4,4,2,4,3,4,3,3,3,3,1
1666.7,3,4,3,3,3,4,3,3,3,3,4
4400,4,4,3,4,5,4,3,3,3,3,4
3066.7,4,4,3,4,3,2,3,3,3,3,2
4000,4,4,3,4,7,4,3,3,3,3,3
3000,4,4,3,4,7,4,3,3,3,3,1
5000,4,4,3,4,6,4,3,3,3,3,2
5000,4,4,3,4,5,4,3,3,3,3,2
11333,4,4,3,4,5,4,3,3,3,3,1
8666.7,4,4,3,4,3,4,3,3,3,3,1
1290,4,4,3,3,6,4,3,3,3,3,4
9000,4,4,3,4,5,4,3,3,3,3,3
5000,4,4,3,4,3,4,3,3,3,3,4
562.22,4,4,2,2,3,3,2,3,2,3,2
5250,4,4,3,4,3,4,3,3,3,3,2
2500,4,4,3,3,7,4,3,3,3,3,2
1000,3,3,2,3,3,3,3,3,3,3,2
660,4,4,3,3,3,4,3,3,3,3,3
2000,4,4,2,4,3,4,3,3,3,3,2
1750,4,4,3,3,5,4,3,3,3,3,4
700,4,4,3,2,2,4,3,3,3,3,4
2166.7,4,3,2,4,5,4,3,3,3,3,2
0,4,4,3,4,4,4,3,3,3,3,1
4000,4,4,2,4,5,4,3,3,3,3,1
2666.7,4,2,3,3,5,4,3,3,3,3,1
6000,4,2,2,4,5,4,3,3,3,3,4
1666.7,4,4,3,4,7,4,3,3,3,3,4
1256.7,4,4,3,4,6,3,3,3,3,3,3
5000,4,3,2,4,7,2,3,3,3,3,4
3566.7,4,4,3,3,4,4,3,3,3,3,3
4100,3,4,2,3,7,4,3,3,3,3,4
891.43,4,2,3,2,3,4,3,3,3,3,1
1625,4,4,2,4,5,4,3,3,3,3,4
3250,4,3,3,1,4,4,3,3,3,3,3
3500,4,4,3,4,2,4,3,3,3,3,1
8000,4,4,3,4,2,4,3,3,3,3,4
2000,4,4,3,3,4,4,3,3,3,3,1
3750,4,4,3,3,6,4,3,3,3,3,4
2000,3,4,2,4,2,4,3,3,3,3,2
2666.7,4,4,3,3,6,4,3,3,3,3,2
2500,4,4,3,4,3,4,3,3,3,3,1
5100,3,4,3,2,5,4,3,3,3,3,1
5200,3,4,3,4,7,4,3,3,3,3,2
1816.7,2,3,2,4,3,2,3,3,3,3,2
596,4,1,2,1,3,2,2,3,2,3,1
2500,4,4,3,3,7,4,3,3,3,3,2
2053.6,4,4,3,3,5,4,3,3,3,3,2
2260,4,4,3,2,6,4,3,3,3,3,4
2400,4,4,3,4,3,4,3,3,3,3,1
3333.3,4,4,3,3,3,4,3,3,3,3,1
5633.3,4,1,3,4,7,4,3,3,3,3,3
3386,4,4,3,3,5,4,3,3,3,3,1
1740,4,4,2,3,4,4,3,3,3,3,4
4000,4,4,2,4,7,4,3,3,3,3,2
3325,4,4,3,3,3,3,3,3,3,3,4
2250,4,2,2,4,4,3,3,3,3,3,3
4800,4,2,2,4,3,3,3,3,3,3,1
24400,4,4,3,4,5,4,3,3,3,3,1
723.33,4,4,3,4,4,2,3,3,3,3,2
4800,4,4,3,4,2,4,3,3,3,3,1
1552,4,4,2,3,3,2,3,3,3,3,4
2250,4,4,3,4,5,4,3,3,3,3,2
5250,4,4,3,4,3,4,3,3,3,3,1
3625,2,4,2,3,7,3,3,3,3,3,1
6100,4,4,3,4,3,4,3,3,3,3,1
642.86,4,3,3,3,2,3,3,3,3,3,1
5466.7,4,4,3,4,7,4,3,3,3,3,3
4275,4,4,3,3,5,4,3,3,3,3,3
2333.3,4,4,2,4,7,4,3,3,3,3,3
2600,3,4,2,4,5,3,3,3,3,3,4
3833.3,4,4,3,3,5,4,3,3,3,3,4
3000,4,4,2,4,2,3,3,3,3,3,4
1666.7,4,4,3,4,7,4,3,3,3,3,1
855,4,4,3,4,5,4,3,3,3,3,2
625,4,4,3,3,4,4,3,3,3,3,4
1700,4,4,3,4,6,4,3,3,3,3,2
2200,4,4,3,3,4,4,3,3,3,3,4
3550,4,4,2,4,3,3,3,3,3,3,1
11333,4,4,3,4,5,4,3,3,3,3,3
1750,4,4,3,3,4,4,3,3,3,3,3
720,4,2,2,3,4,3,2,3,3,3,3
5400,4,4,2,4,5,4,3,3,3,3,4
1433.3,4,4,3,2,3,4,3,3,3,3,2
4020,4,4,3,3,3,4,3,3,3,3,1
983.33,4,3,2,3,2,2,3,3,3,3,1
1250,4,4,3,4,4,3,3,3,3,2,4
1333.3,4,4,2,3,5,2,3,3,3,3,2
1075,4,4,3,4,3,3,3,3,3,3,1
1000,4,4,3,4,3,4,3,3,3,3,2
2900,4,4,3,4,6,4,3,3,3,3,3
1740,4,3,2,2,5,4,3,3,3,3,3
6000,4,4,3,4,7,4,3,3,3,3,2
5000,4,4,3,4,3,4,3,3,3,3,4
2600,4,4,3,4,3,4,3,3,3,3,1
4562.5,4,4,3,3,4,4,3,3,3,3,1
2800,4,3,2,4,5,3,3,3,3,3,1
550,4,2,2,3,5,3,3,3,3,3,1
14333,4,3,3,4,7,4,3,3,3,3,3
3500,4,4,3,3,5,4,3,3,3,3,3
9000,4,4,3,4,3,4,3,3,3,3,1
4000,4,4,3,4,5,4,3,3,3,3,1
1000,4,4,2,3,3,3,3,3,3,3,1
2166.7,4,3,3,4,7,4,3,3,3,3,1
2200,4,4,3,3,5,4,3,3,3,3,1
1207.5,2,4,2,3,3,3,3,3,3,3,4
2240,4,4,3,1,7,4,3,3,2,3,3
2500,4,4,3,3,5,4,3,3,3,3,3
1500,4,4,3,3,5,4,3,3,3,3,4
3233.3,4,4,2,4,5,4,3,3,3,3,1
1400,3,4,3,4,3,3,3,3,3,3,1
1780,4,4,2,4,7,3,3,3,3,3,3
2200,4,4,3,4,3,4,3,3,3,3,1
2000,4,4,2,4,6,4,3,3,3,3,1
1580,4,4,2,2,3,4,3,3,3,3,1
3000,4,3,3,3,7,4,3,3,3,3,4
3500,4,4,3,3,7,4,3,3,3,3,4
5500,4,4,2,4,5,4,3,3,3,3,3
3250,4,4,3,4,5,4,3,3,3,3,1
2250,4,4,3,3,5,4,3,3,3,3,4
1220,4,4,3,3,3,4,3,3,3,3,2
2500,4,4,2,4,5,4,3,3,3,3,2
4600,4,4,3,3,3,4,3,3,3,3,1
3100,4,2,3,4,4,4,3,1,3,3,1
3125,4,4,3,3,4,4,3,3,3,3,4
4500,3,4,3,4,5,4,3,3,3,3,4
8000,4,4,3,4,4,4,3,3,3,3,2
4050,4,4,2,4,5,4,3,3,3,3,1
1550,3,4,3,4,5,3,3,3,3,2,4
1885,4,4,2,3,3,4,3,3,3,3,4
5000,4,4,3,3,5,4,3,3,3,3,1
15000,4,4,3,4,7,4,3,3,3,3,4
2450,4,4,3,4,3,3,3,3,3,3,1
7450,4,4,3,4,7,4,3,3,3,3,2
1650,4,4,3,4,5,4,3,3,3,3,1
5950,4,4,3,4,3,4,3,3,3,3,1
455,3,4,2,3,4,3,3,3,3,3,2
12900,4,3,2,4,6,4,3,3,3,3,1
716.67,4,4,2,3,3,4,3,3,3,3,2
12750,4,3,3,4,7,4,3,3,3,3,1
2110,4,4,3,3,5,4,3,3,3,3,4
1223.3,4,3,2,4,2,4,3,3,3,3,1
946.67,4,3,2,1,4,3,2,3,3,3,4
2500,2,4,2,4,5,4,3,3,3,3,2
5500,4,4,3,4,5,3,3,3,3,3,4
4250,4,4,3,4,3,4,3,3,3,3,1
966.67,2,2,2,2,3,2,2,3,3,3,4
9500,4,4,2,4,7,4,3,3,3,3,4
1300,3,3,3,2,3,2,3,3,3,3,3
7333.3,4,4,3,4,4,4,3,3,3,3,4
6666.7,3,4,3,4,5,4,3,3,3,3,3
580,3,4,2,1,4,4,3,3,2,3,1
3266.7,4,4,3,4,6,4,3,3,3,3,3
5000,4,4,3,4,6,4,3,3,3,3,4
2450,4,4,3,3,5,4,3,3,3,3,4
2500,4,4,3,3,5,4,3,3,3,3,3
18000,4,4,3,4,4,4,3,3,3,3,2
2266.7,4,3,2,3,2,4,3,3,3,3,1
2400,4,4,3,4,5,4,3,3,3,3,1
7000,4,4,3,4,7,4,3,3,3,3,3
2200,4,4,3,4,3,4,3,3,3,3,1
1360,4,4,2,2,4,4,3,3,3,3,1
4800,4,4,3,4,3,4,3,3,3,3,1
2500,4,4,2,4,6,4,3,3,3,3,1
1713.3,4,3,2,4,3,4,3,3,3,3,1
1875,4,4,3,4,5,4,3,3,3,3,2
3625,4,4,3,3,7,4,3,3,3,3,3
2966.7,4,4,3,4,5,4,3,3,3,3,4
1333.3,4,4,3,3,4,4,3,3,3,3,4
3750,4,4,3,4,5,3,3,3,3,3,4
800,4,3,3,4,6,4,3,3,3,3,1
2437.5,4,4,2,3,2,3,3,3,3,2,3
1500,4,4,2,3,4,2,3,3,3,3,2
6333.3,4,4,3,3,5,4,3,3,3,3,4
1966.7,3,4,3,4,5,4,3,3,3,3,4
5500,4,4,3,4,5,4,3,3,3,3,1
640,4,4,2,2,2,4,3,3,3,3,1
8850,4,4,3,4,5,4,3,3,3,3,1
9000,4,4,3,4,3,4,3,3,3,3,4
2500,4,4,2,2,7,3,3,3,3,3,4
6200,4,4,3,3,4,4,3,3,3,3,4
978.57,4,4,2,2,4,3,3,3,3,3,3
8500,4,4,2,4,7,4,3,3,3,3,2
5000,4,4,3,4,7,4,3,3,3,3,2
10000,4,4,2,4,3,2,3,3,3,3,4
4000,4,4,2,4,5,4,3,3,3,3,4
1360,4,1,3,1,2,4,2,3,2,3,3
5400,4,4,3,4,7,4,3,3,3,3,2
2000,4,4,3,4,6,4,3,3,3,3,1
5800,4,4,3,3,5,4,3,3,3,3,3
6000,4,4,3,4,3,4,3,3,3,3,1
11500,4,4,3,4,5,4,3,3,3,3,3
19000,4,4,3,4,7,3,3,3,3,3,2
2300,4,2,2,4,5,3,3,1,2,3,2
7850,4,4,2,4,7,4,3,3,3,3,3
1700,4,4,3,4,1,4,3,1,3,3,1
600,4,4,3,3,3,4,3,3,3,3,1
3500,4,4,3,2,6,4,3,3,3,3,2
2966.7,4,4,3,4,7,4,3,3,3,3,2
2050,4,4,3,4,3,4,3,3,3,3,4
900,4,4,3,1,5,4,3,3,3,3,2
5750,4,4,3,4,7,4,3,3,3,3,3
1900,4,4,3,4,7,4,3,3,3,3,1
3000,4,4,2,3,4,3,3,3,3,3,2
3650,4,4,2,3,1,3,3,3,3,3,3
4200,4,3,3,4,3,4,3,3,3,3,1
1480,4,4,3,3,4,4,3,3,3,3,4
3633.3,4,4,3,4,4,4,3,3,3,3,4
1133.3,3,2,2,2,4,3,3,3,3,3,4
6000,4,4,3,4,5,4,3,3,3,3,4
1800,4,4,2,4,5,4,3,3,3,3,4
1040,4,4,3,3,4,4,3,3,3,3,1
1500,2,4,2,4,6,4,3,3,3,3,4
6500,4,4,2,4,5,4,3,3,3,3,3
4800,4,4,3,4,2,4,3,3,3,3,1
2833.3,4,4,3,3,7,4,3,3,3,3,4
5400,4,4,3,4,6,4,3,3,3,3,2
7400,4,4,3,4,5,4,3,3,3,3,3
2900,4,4,3,4,7,4,3,3,3,3,1
10000,4,4,2,4,5,4,3,3,3,3,2
10000,4,4,2,4,4,3,3,3,3,3,4
1800,4,4,2,4,6,4,3,3,3,3,1
840,4,4,2,4,5,3,3,3,3,3,2
968.33,4,4,3,3,4,4,3,3,3,3,4
500,4,4,2,3,4,4,3,3,3,3,4
2000,4,2,3,3,2,3,2,3,3,3,1
1623.3,4,2,3,4,2,4,3,3,3,3,3
3000,4,4,3,4,3,4,3,3,3,3,1
3500,4,3,3,3,4,4,3,3,3,3,3
1266.7,4,2,2,2,3,3,2,3,3,3,3
3825,4,4,2,3,2,4,3,3,3,3,2
1600,4,4,3,4,3,3,3,3,3,2,1
6000,4,4,3,4,7,4,3,3,3,3,2
1800,4,4,2,3,5,4,3,3,3,3,2
1237.5,4,4,3,3,5,4,3,3,3,3,3
5000,4,4,3,4,5,4,3,3,3,3,1
2500,4,4,2,3,7,4,3,3,3,3,4
3500,4,4,3,4,3,4,3,3,3,3,1
2850,3,4,2,4,5,4,3,3,3,3,2
866.67,4,4,3,4,3,4,3,3,3,3,1
1250,4,4,3,4,3,4,3,3,3,3,1
800,4,4,2,4,3,4,3,3,3,3,1
2100,4,4,3,4,1,4,3,3,3,3,1
1133.3,4,2,2,3,3,4,3,3,3,3,1
5500,4,4,3,4,7,4,3,3,3,3,1
900,4,4,3,4,3,4,3,3,3,3,4
2966.7,4,4,3,4,7,4,3,3,3,3,4
1716.7,4,4,2,3,4,4,3,3,3,3,3
2080,4,4,3,3,1,3,3,3,3,3,1
8500,4,4,3,4,7,4,3,3,3,3,3
4875,4,4,3,4,7,4,3,3,3,3,3
24000,4,4,3,4,5,4,3,3,3,3,3
7000,4,4,3,4,4,4,3,3,3,3,4
2000,4,4,3,3,4,3,3,3,3,2,4
1833.3,4,4,2,4,2,4,3,3,3,3,1
3566.7,4,3,3,4,6,3,2,3,3,3,4
844.44,4,4,2,2,1,4,3,3,3,3,1
2000,4,1,2,4,3,2,2,3,2,3,4
4000,4,4,3,4,3,4,3,3,3,3,1
6000,4,3,3,4,7,3,3,3,3,3,3
1200,4,4,3,3,5,4,3,3,3,3,4
900,4,4,2,3,3,4,3,3,3,3,3
1375,4,3,2,3,4,2,3,3,3,3,4
4500,4,4,2,4,7,4,3,3,3,3,3
2080,4,4,3,3,2,3,3,3,3,3,4
1900,3,4,2,3,3,3,3,3,3,3,4
4425,4,4,3,3,7,4,3,3,3,3,2
5333.3,4,4,3,4,4,4,3,3,3,3,4
2750,4,4,3,4,6,4,3,3,3,3,3
3100,3,4,2,4,7,4,3,3,3,3,1
4250,4,4,3,4,7,4,3,3,3,3,2
3350,4,4,3,4,5,4,3,3,3,3,1
950,4,1,2,3,3,1,1,1,2,3,2
2266.7,4,4,3,4,3,4,3,3,3,3,1
2500,4,4,3,4,5,4,3,3,3,3,2
4400,4,4,3,3,3,4,3,3,3,3,2
900,4,4,2,4,5,3,3,3,3,3,1
3000,4,4,2,4,5,4,3,3,3,3,1
2000,4,2,2,4,4,4,3,3,3,3,1
0,4,3,2,4,3,4,3,3,3,3,1
3000,4,4,3,1,5,3,3,3,3,3,3
3000,4,4,3,4,7,4,3,3,3,3,1
1100,4,4,3,4,7,4,3,3,3,3,2
3400,4,4,3,4,5,4,3,3,3,3,1
1480,4,4,2,3,4,3,3,3,3,3,3
3785.7,4,4,3,3,5,4,3,3,3,3,1
1933.3,3,4,2,4,6,4,3,3,3,3,4
1075,4,2,2,3,4,4,3,3,3,3,3
1450,4,4,2,4,5,3,3,3,3,2,1
2000,4,4,3,4,4,4,3,3,3,3,3
1600,4,4,2,3,5,3,3,3,3,3,3
2926.7,4,4,3,3,3,3,3,3,3,3,2
620,4,3,2,3,4,3,2,3,3,2,2
4000,2,4,3,3,6,4,3,3,3,3,2
1666.7,4,4,2,4,7,4,3,3,3,3,1
2800,4,4,2,4,5,4,3,3,3,3,3
1333.3,4,4,2,4,7,4,3,3,3,3,4
1268.3,4,2,2,3,3,4,2,3,3,3,1
1850,4,2,2,3,5,3,3,3,3,3,2
3000,4,4,2,4,3,3,3,3,3,3,4
1583.3,4,4,3,3,5,4,3,3,3,3,1
2100,4,4,3,4,3,4,3,3,3,3,1
1500,4,4,3,4,3,4,3,3,3,3,1
5666.7,4,4,3,4,6,4,3,3,3,3,4
